Here’s the list in lowercase and inline:

date, year, territorial authority, territorial_authority_grouped, region, gmp, venues, gaming machines, dep_very_low (1-2), dep_medium_low (3-4), dep_medium (5-6), dep_medium_high (7-8), dep_high (9-10)
1/03/2020,2020,Auckland Council - Devonport - Takapuna,Auckland City,Auckland,1005117.6,7,105,2,5,0,0,0
1/03/2020,2020,Auckland Council - Franklin,Auckland City,Auckland,2269494.69,15,212,1,3,4,3,4
1/03/2020,2020,Auckland Council - Henderson - Massey,Auckland City,Auckland,4587177.74,13,212,2,0,3,2,6
1/03/2020,2020,Auckland Council - Hibiscus And Bays,Auckland City,Auckland,2486344.43,14,195,0,9,5,0,0
1/03/2020,2020,Auckland Council - Howick,Auckland City,Auckland,6122074.93,20,299,5,7,5,2,1
1/03/2020,2020,Auckland Council - Kaipatiki,Auckland City,Auckland,4381197.27,14,211,3,3,8,0,0
1/03/2020,2020,Auckland Council - Mangere - Otahuhu,Auckland City,Auckland,4881653.09,12,203,0,0,0,2,10
1/03/2020,2020,Auckland Council - Manurewa,Auckland City,Auckland,4205985.47,11,162,0,0,1,5,5
1/03/2020,2020,Auckland Council - Maungakiekie - Tamaki,Auckland City,Auckland,4191937.44,17,256,0,0,2,10,5
1/03/2020,2020,Auckland Council - Orakei,Auckland City,Auckland,1163682.5,6,69,3,2,1,0,0
1/03/2020,2020,Auckland Council - Otara - Papatoetoe,Auckland City,Auckland,5959112.72,17,254,0,0,0,6,11
1/03/2020,2020,Auckland Council - Papakura,Auckland City,Auckland,3078287.11,11,180,0,1,2,0,8
1/03/2020,2020,Auckland Council - Puketapapa,Auckland City,Auckland,391557.3,2,23,0,1,0,1,0
1/03/2020,2020,Auckland Council - Rodney,Auckland City,Auckland,1441182.31,10,134,0,4,3,1,2
1/03/2020,2020,Auckland Council - Upper Harbour,Auckland City,Auckland,2026737.73,10,124,1,8,1,0,0
1/03/2020,2020,Auckland Council - Waiheke,Auckland City,Auckland,218775.3,2,18,0,0,1,1,0
1/03/2020,2020,Auckland Council - Waitakere Ranges,Auckland City,Auckland,1543889.62,7,84,1,0,1,5,0
1/03/2020,2020,Auckland Council - Waitemata,Auckland City,Auckland,3608309.04,17,223,1,2,6,1,7
1/03/2020,2020,Auckland Council - Whau,Auckland City,Auckland,2372444.43,10,142,0,1,1,3,5
1/03/2020,2020,Buller District,Buller District,West Coast,512374.97,8,72,0,0,2,6,0
1/03/2020,2020,Carterton District,Carterton District,Wellington,413829.82,3,45,0,0,0,3,0
1/03/2020,2020,Central Hawke's Bay District,Central Hawke's Bay District,Hawke's Bay,513241.49,2,29,0,0,0,2,0
1/03/2020,2020,Central Otago District,Central Otago District,Otago,1004382.69,10,111,1,0,8,1,0
1/03/2020,2020,Chatham Islands District,Chatham Islands District,Canterbury,27908.78,1,2,0,0,0,1,0
1/03/2020,2020,Christchurch City Including Banks Peninsula Ward,Christchurch City,Canterbury,16692411.64,83,1320,8,14,18,37,6
1/03/2020,2020,Clutha District,Clutha District,Otago,523960.02,11,71,1,1,6,3,0
1/03/2020,2020,Dunedin City,Dunedin City,Otago,3953567.63,28,389,1,1,8,13,5
1/03/2020,2020,Far North District,Far North District,Northland,3466094.66,19,273,0,0,2,5,12
1/03/2020,2020,Gisborne District,Gisborne District,Gisborne,2400494.65,11,159,0,0,0,0,11
1/03/2020,2020,Gore District,Gore District,Southland,811873.2,7,84,1,0,2,2,2
1/03/2020,2020,Grey District,Grey District,West Coast,886674.3,9,90,1,0,2,5,1
1/03/2020,2020,Hamilton City,Hamilton City,Waikato,5584967.97,26,403,0,2,1,10,13
1/03/2020,2020,Hastings District,Hastings District,Hawke's Bay,4006346.22,17,276,1,3,0,1,12
1/03/2020,2020,Hauraki District,Hauraki District,Waikato,1156384.46,9,119,1,0,0,1,7
1/03/2020,2020,Horowhenua District,Horowhenua District,Manawatu-Wanganui,2146257.92,10,155,0,0,0,0,10
1/03/2020,2020,Hurunui District (June 2019 incd. Kaikoura),Hurunui District (June 2019 incd. Kaikoura),Canterbury,531104.83,8,67,1,3,2,2,0
1/03/2020,2020,Invercargill City,Invercargill City,Southland,3653506.87,17,245,1,3,1,5,7
1/03/2020,2020,Kaipara District,Kaipara District,Northland,510451.43,7,60,0,0,0,3,4
1/03/2020,2020,Kapiti Coast District,Kapiti Coast District,Wellington,2055314.51,12,191,0,1,5,2,4
1/03/2020,2020,Kawerau District,Kawerau District,Bay of Plenty,518738.75,3,45,0,0,0,0,3
1/03/2020,2020,Lower Hutt City,Lower Hutt City,Wellington,6324758.26,27,415,6,0,6,9,6
1/03/2020,2020,Mackenzie District,Mackenzie District,Canterbury,221056.85,5,34,0,4,1,0,0
1/03/2020,2020,Manawatu District,Manawatu District,Manawatu-Wanganui,806914.61,5,78,0,0,0,5,0
1/03/2020,2020,Marlborough District,Marlborough District,Marlborough,2412123.21,14,201,0,2,2,9,1
1/03/2020,2020,Masterton District,Masterton District,Wellington,1011213.22,4,64,0,0,0,0,4
1/03/2020,2020,Matamata-Piako District,Matamata-Piako District,Waikato,1460727.28,12,154,0,0,3,6,3
1/03/2020,2020,Napier City,Napier City,Hawke's Bay,4366334.75,20,298,0,7,6,5,2
1/03/2020,2020,Nelson City,Nelson City,Nelson,2386452.55,9,134,0,1,0,7,1
1/03/2020,2020,New Plymouth District,New Plymouth District,Taranaki,3605848.57,22,303,1,0,7,11,3
1/03/2020,2020,Opotiki District,Opotiki District,Bay of Plenty,574941.12,4,57,0,0,0,0,4
1/03/2020,2020,Otorohanga District,Otorohanga District,Waikato,207742.09,2,23,0,0,0,0,2
1/03/2020,2020,Palmerston North City,Palmerston North City,Manawatu-Wanganui,4332836.35,22,313,1,0,2,4,15
1/03/2020,2020,Porirua City,Porirua City,Wellington,3023389.08,12,166,2,0,0,0,10
1/03/2020,2020,Queenstown-Lakes District,Queenstown-Lakes District,Otago,898659.71,7,73,5,1,1,0,0
1/03/2020,2020,Rangitikei District,Rangitikei District,Manawatu-Wanganui,611582.79,5,58,0,0,0,2,3
1/03/2020,2020,Rotorua District,Rotorua District,Bay of Plenty,5456902.88,26,365,0,1,1,4,20
1/03/2020,2020,Ruapehu District,Ruapehu District,Manawatu-Wanganui,652268.61,7,89,0,0,0,3,4
1/03/2020,2020,Selwyn District,Selwyn District,Canterbury,1010523.92,13,121,11,2,0,0,0
1/03/2020,2020,South Taranaki District (March 2021 incd. Stratford),South Taranaki District (March 2021 incd. Stratford),Taranaki,1257788.5,10,121,0,0,0,4,6
1/03/2020,2020,South Waikato District,South Waikato District,Waikato,1524634.84,10,153,0,0,0,1,9
1/03/2020,2020,South Wairarapa District,South Wairarapa District,Wellington,395716.93,4,51,0,0,3,0,1
1/03/2020,2020,Southland District,Southland District,Southland,656806.17,15,88,0,7,2,5,1
1/03/2020,2020,Stratford District,Stratford District,Taranaki,350523.36,3,36,0,0,0,3,0
1/03/2020,2020,Tararua District,Tararua District,Manawatu-Wanganui,856300.64,8,108,0,0,0,1,7
1/03/2020,2020,Tasman District,Tasman District,Tasman,1815163.93,13,166,2,1,4,5,1
1/03/2020,2020,Taupo District,Taupo District,Waikato,2115153.76,11,151,0,0,0,2,9
1/03/2020,2020,Tauranga District,Tauranga District,Bay of Plenty,7897493.58,36,467,1,2,9,15,9
1/03/2020,2020,Thames-Coromandel District,Thames-Coromandel District,Waikato,2555656.67,20,248,1,0,3,10,6
1/03/2020,2020,Timaru District,Timaru District,Canterbury,2244369.8,12,157,0,1,6,5,0
1/03/2020,2020,Upper Hutt City,Upper Hutt City,Wellington,2226446.02,12,166,0,1,0,3,8
1/03/2020,2020,Waikato District,Waikato District,Waikato,2114273.49,18,233,1,2,2,3,10
1/03/2020,2020,Waimakariri District,Waimakariri District,Canterbury,1856843.99,12,163,2,1,4,5,0
1/03/2020,2020,Waimate District,Waimate District,Canterbury,146597.82,2,16,0,0,0,0,2
1/03/2020,2020,Waipa District,Waipa District,Waikato,1892335.65,15,228,0,1,2,12,0
1/03/2020,2020,Wairoa District,Wairoa District,Hawke's Bay,668737.75,4,58,0,1,0,1,2
1/03/2020,2020,Waitaki District,Waitaki District,Canterbury,841397.56,12,111,1,2,1,8,0
1/03/2020,2020,Waitomo District,Waitomo District,Waikato,569706.21,5,60,0,0,0,1,4
1/03/2020,2020,Wanganui District,Wanganui District,Manawatu-Wanganui,2407925.74,14,208,0,0,1,0,13
1/03/2020,2020,Wellington City,Wellington City,Wellington,8494001.53,40,633,3,4,13,20,0
1/03/2020,2020,Western Bay Of Plenty District,Western Bay Of Plenty District,Bay of Plenty,1377562.26,11,154,0,1,6,1,3
1/03/2020,2020,Westland District,Westland District,West Coast,418128.28,6,55,0,1,0,5,0
1/03/2020,2020,Whakatane District,Whakatane District,Bay of Plenty,2337544.51,11,174,0,1,0,0,10
1/03/2020,2020,Whangarei District,Whangarei District,Northland,3951342,19,274,0,1,2,5,11
1/12/2019,2019,Ashburton District,Ashburton District,Canterbury,1643702.08,12,134,3,2,3,4,0
1/12/2019,2019,Auckland Council - Albert - Eden,Auckland City,Auckland,4443854.09,11,157,3,7,1,0,0
1/12/2019,2019,Auckland Council - Devonport - Takapuna,Auckland City,Auckland,1300274.78,7,112,2,5,0,0,0
1/12/2019,2019,Auckland Council - Franklin,Auckland City,Auckland,2872924.09,15,212,1,3,4,3,4
1/12/2019,2019,Auckland Council - Henderson - Massey,Auckland City,Auckland,5696470.37,13,212,2,0,3,2,6
1/12/2019,2019,Auckland Council - Hibiscus And Bays,Auckland City,Auckland,3064678.66,14,195,0,9,5,0,0
1/12/2019,2019,Auckland Council - Howick,Auckland City,Auckland,7150787.1,21,308,6,7,5,2,1
1/12/2019,2019,Auckland Council - Kaipatiki,Auckland City,Auckland,5424293.91,14,211,3,3,8,0,0
1/12/2019,2019,Auckland Council - Mangere - Otahuhu,Auckland City,Auckland,6421929.19,12,203,0,0,0,2,10
1/12/2019,2019,Auckland Council - Manurewa,Auckland City,Auckland,5259637.65,11,162,0,0,1,5,5
1/12/2019,2019,Auckland Council - Maungakiekie - Tamaki,Auckland City,Auckland,5535304.95,17,256,0,0,2,10,5
1/12/2019,2019,Auckland Council - Orakei,Auckland City,Auckland,1427678.66,6,69,3,2,1,0,0
1/12/2019,2019,Auckland Council - Otara - Papatoetoe,Auckland City,Auckland,7302444.45,17,254,0,0,0,6,11
1/12/2019,2019,Auckland Council - Papakura,Auckland City,Auckland,3851033.22,11,180,0,1,2,0,8
1/12/2019,2019,Auckland Council - Puketapapa,Auckland City,Auckland,502770.62,2,23,0,1,0,1,0
1/12/2019,2019,Auckland Council - Rodney,Auckland City,Auckland,1663029.9,10,134,0,4,3,1,2
1/12/2019,2019,Auckland Council - Upper Harbour,Auckland City,Auckland,2437179.52,10,124,1,8,1,0,0
1/12/2019,2019,Auckland Council - Waiheke,Auckland City,Auckland,246207.26,2,18,0,0,1,1,0
1/12/2019,2019,Auckland Council - Waitakere Ranges,Auckland City,Auckland,1852724.29,7,84,1,0,1,5,0
1/12/2019,2019,Auckland Council - Waitemata,Auckland City,Auckland,4269252.86,17,223,1,2,6,1,7
1/12/2019,2019,Auckland Council - Whau,Auckland City,Auckland,2861517.26,10,142,0,1,1,3,5
1/12/2019,2019,Buller District,Buller District,West Coast,621137,8,72,0,0,2,6,0
1/12/2019,2019,Carterton District,Carterton District,Wellington,505014.54,3,45,0,0,0,3,0
1/12/2019,2019,Central Hawke's Bay District,Central Hawke's Bay District,Hawke's Bay,575939.99,2,29,0,0,0,2,0
1/12/2019,2019,Central Otago District,Central Otago District,Otago,1030018.14,10,111,1,0,8,1,0
1/12/2019,2019,Chatham Islands District,Chatham Islands District,Canterbury,22102.44,1,2,0,0,0,1,0
1/12/2019,2019,Christchurch City Including Banks Peninsula Ward,Christchurch City,Canterbury,19917811.07,83,1320,8,14,18,37,6
1/12/2019,2019,Clutha District,Clutha District,Otago,559003.07,11,71,1,1,6,3,0
1/12/2019,2019,Dunedin City,Dunedin City,Otago,4752386.22,28,389,1,1,8,13,5
1/12/2019,2019,Far North District,Far North District,Northland,4112396.89,19,273,0,0,2,5,12
1/12/2019,2019,Gisborne District,Gisborne District,Gisborne,2938528.24,11,159,0,0,0,0,11
1/12/2019,2019,Gore District,Gore District,Southland,946201.73,7,84,1,0,2,2,2
1/12/2019,2019,Grey District,Grey District,West Coast,938297.3,9,90,1,0,2,5,1
1/12/2019,2019,Hamilton City,Hamilton City,Waikato,6700175.16,27,403,0,2,1,10,14
1/12/2019,2019,Hastings District,Hastings District,Hawke's Bay,4602324.27,17,276,1,3,0,1,12
1/12/2019,2019,Hauraki District,Hauraki District,Waikato,1391683.8,9,119,1,0,0,1,7
1/12/2019,2019,Horowhenua District,Horowhenua District,Manawatu-Wanganui,2508989.77,10,155,0,0,0,0,10
1/12/2019,2019,Hurunui District (June 2019 incd. Kaikoura),Hurunui District (June 2019 incd. Kaikoura),Canterbury,596418.93,8,67,1,3,2,2,0
1/12/2019,2019,Invercargill City,Invercargill City,Southland,4197502.32,17,245,1,3,1,5,7
1/12/2019,2019,Kaipara District,Kaipara District,Northland,641153.91,7,60,0,0,0,3,4
1/12/2019,2019,Kapiti Coast District,Kapiti Coast District,Wellington,2397755.09,12,191,0,1,5,2,4
1/12/2019,2019,Kawerau District,Kawerau District,Bay of Plenty,678670.55,3,45,0,0,0,0,3
1/12/2019,2019,Lower Hutt City,Lower Hutt City,Wellington,7676819.21,27,415,6,0,6,9,6
1/12/2019,2019,Mackenzie District,Mackenzie District,Canterbury,231252.14,5,34,0,4,1,0,0
1/12/2019,2019,Manawatu District,Manawatu District,Manawatu-Wanganui,947967.87,5,78,0,0,0,5,0
1/12/2019,2019,Marlborough District,Marlborough District,Marlborough,2786429.62,14,201,0,2,2,9,1
1/12/2019,2019,Masterton District,Masterton District,Wellington,1184074.17,4,64,0,0,0,0,4
1/12/2019,2019,Matamata-Piako District,Matamata-Piako District,Waikato,1667582.58,12,154,0,0,3,6,3
1/12/2019,2019,Napier City,Napier City,Hawke's Bay,5088377.04,20,298,0,7,6,5,2
1/12/2019,2019,Nelson City,Nelson City,Nelson,2761156.99,9,134,0,1,0,7,1
1/12/2019,2019,New Plymouth District,New Plymouth District,Taranaki,4290014.52,22,303,1,0,7,11,3
1/12/2019,2019,Opotiki District,Opotiki District,Bay of Plenty,747475.86,4,57,0,0,0,0,4
1/12/2019,2019,Otorohanga District,Otorohanga District,Waikato,241793.74,2,23,0,0,0,0,2
1/12/2019,2019,Palmerston North City,Palmerston North City,Manawatu-Wanganui,5142927.5,22,313,1,0,2,4,15
1/12/2019,2019,Porirua City,Porirua City,Wellington,3608405.84,12,166,2,0,0,0,10
1/12/2019,2019,Queenstown-Lakes District,Queenstown-Lakes District,Otago,956620.34,7,73,5,1,1,0,0
1/12/2019,2019,Rangitikei District,Rangitikei District,Manawatu-Wanganui,757423.91,5,58,0,0,0,2,3
1/12/2019,2019,Rotorua District,Rotorua District,Bay of Plenty,6506105.74,26,383,0,1,1,4,20
1/12/2019,2019,Ruapehu District,Ruapehu District,Manawatu-Wanganui,705884.37,7,89,0,0,0,3,4
1/12/2019,2019,Selwyn District,Selwyn District,Canterbury,1110584.23,13,117,11,2,0,0,0
1/12/2019,2019,South Taranaki District (March 2021 incd. Stratford),South Taranaki District (March 2021 incd. Stratford),Taranaki,1489108.56,10,121,0,0,0,4,6
1/12/2019,2019,South Waikato District,South Waikato District,Waikato,1871359.21,9,144,0,0,0,1,8
1/12/2019,2019,South Wairarapa District,South Wairarapa District,Wellington,426704.84,5,56,0,0,3,0,2
1/12/2019,2019,Southland District,Southland District,Southland,647397.68,15,88,0,7,2,5,1
1/12/2019,2019,Stratford District,Stratford District,Taranaki,412366.68,3,36,0,0,0,3,0
1/12/2019,2019,Tararua District,Tararua District,Manawatu-Wanganui,877525.75,8,108,0,0,0,1,7
1/12/2019,2019,Tasman District,Tasman District,Tasman,2030306.52,13,166,2,1,4,5,1
1/12/2019,2019,Taupo District,Taupo District,Waikato,2427088.33,11,151,0,0,0,2,9
1/12/2019,2019,Tauranga District,Tauranga District,Bay of Plenty,9657057.6,35,469,1,2,9,14,9
1/12/2019,2019,Thames-Coromandel District,Thames-Coromandel District,Waikato,2734929.55,20,248,1,0,3,10,6
1/12/2019,2019,Timaru District,Timaru District,Canterbury,2590733.07,13,162,0,2,6,5,0
1/12/2019,2019,Upper Hutt City,Upper Hutt City,Wellington,2727177.38,12,166,0,1,0,3,8
1/12/2019,2019,Waikato District,Waikato District,Waikato,2484939.34,18,235,1,2,2,3,10
1/12/2019,2019,Waimakariri District,Waimakariri District,Canterbury,2140163.35,12,163,2,1,4,5,0
1/12/2019,2019,Waimate District,Waimate District,Canterbury,186839.31,2,16,0,0,0,0,2
1/12/2019,2019,Waipa District,Waipa District,Waikato,2201555.9,15,228,0,1,2,12,0
1/12/2019,2019,Wairoa District,Wairoa District,Hawke's Bay,746777.01,4,58,0,1,0,1,2
1/12/2019,2019,Waitaki District,Waitaki District,Canterbury,864242.31,12,111,1,2,1,8,0
1/12/2019,2019,Waitomo District,Waitomo District,Waikato,622831.34,5,60,0,0,0,1,4
1/12/2019,2019,Wanganui District,Wanganui District,Manawatu-Wanganui,2827180.95,14,208,0,0,1,0,13
1/12/2019,2019,Wellington City,Wellington City,Wellington,10367328.9,40,633,3,4,13,20,0
1/12/2019,2019,Western Bay Of Plenty District,Western Bay Of Plenty District,Bay of Plenty,1638382.32,11,154,0,1,6,1,3
1/12/2019,2019,Westland District,Westland District,West Coast,450916.76,6,55,0,1,0,5,0
1/12/2019,2019,Whakatane District,Whakatane District,Bay of Plenty,2912878.05,12,179,0,1,0,0,11
1/12/2019,2019,Whangarei District,Whangarei District,Northland,4688276.01,18,262,0,1,1,5,11
1/09/2019,2019,Ashburton District,Ashburton District,Canterbury,1554454.3,12,134,3,2,3,4,0
1/09/2019,2019,Auckland Council - Albert - Eden,Auckland City,Auckland,4592575.79,11,157,3,7,1,0,0
1/09/2019,2019,Auckland Council - Devonport - Takapuna,Auckland City,Auckland,1151437.46,7,112,2,5,0,0,0
1/09/2019,2019,Auckland Council - Franklin,Auckland City,Auckland,2805279.98,15,214,1,3,4,3,4
1/09/2019,2019,Auckland Council - Henderson - Massey,Auckland City,Auckland,5847430.3,13,212,2,0,3,2,6
1/09/2019,2019,Auckland Council - Hibiscus And Bays,Auckland City,Auckland,2967831.82,15,205,0,10,5,0,0
1/09/2019,2019,Auckland Council - Howick,Auckland City,Auckland,7145958.19,21,308,6,7,5,2,1
1/09/2019,2019,Auckland Council - Kaipatiki,Auckland City,Auckland,5429006.63,15,211,3,3,8,1,0
1/09/2019,2019,Auckland Council - Mangere - Otahuhu,Auckland City,Auckland,6470133.82,12,203,0,0,0,2,10
1/09/2019,2019,Auckland Council - Manurewa,Auckland City,Auckland,5649772.48,11,162,0,0,1,5,5
1/09/2019,2019,Auckland Council - Maungakiekie - Tamaki,Auckland City,Auckland,5629668.1,17,256,0,0,2,10,5
1/09/2019,2019,Auckland Council - Orakei,Auckland City,Auckland,1419549.6,6,69,3,2,1,0,0
1/09/2019,2019,Auckland Council - Otara - Papatoetoe,Auckland City,Auckland,7264108.81,16,236,0,0,0,5,11
1/09/2019,2019,Auckland Council - Papakura,Auckland City,Auckland,3876723.72,11,180,0,1,2,0,8
1/09/2019,2019,Auckland Council - Puketapapa,Auckland City,Auckland,521374.8,2,21,0,1,0,1,0
1/09/2019,2019,Auckland Council - Rodney,Auckland City,Auckland,1684485.55,10,134,0,4,3,1,2
1/09/2019,2019,Auckland Council - Upper Harbour,Auckland City,Auckland,2404061,10,124,1,8,1,0,0
1/09/2019,2019,Auckland Council - Waiheke,Auckland City,Auckland,241831.73,2,18,0,0,1,1,0
1/09/2019,2019,Auckland Council - Waitakere Ranges,Auckland City,Auckland,1823271.29,7,84,1,0,1,5,0
1/09/2019,2019,Auckland Council - Waitemata,Auckland City,Auckland,4382063.22,17,219,1,2,6,1,7
1/09/2019,2019,Auckland Council - Whau,Auckland City,Auckland,2867896.15,10,142,0,1,1,3,5
1/09/2019,2019,Buller District,Buller District,West Coast,561367.17,8,72,0,0,2,6,0
1/09/2019,2019,Carterton District,Carterton District,Wellington,500658.88,3,45,0,0,0,3,0
1/09/2019,2019,Central Hawke's Bay District,Central Hawke's Bay District,Hawke's Bay,525520.01,2,29,0,0,0,2,0
1/09/2019,2019,Central Otago District,Central Otago District,Otago,1008176.46,10,111,1,0,8,1,0
1/09/2019,2019,Chatham Islands District,Chatham Islands District,Canterbury,20947.2,1,2,0,0,0,1,0
1/09/2019,2019,Christchurch City Including Banks Peninsula Ward,Christchurch City,Canterbury,20029384.08,83,1328,7,15,18,37,6
1/09/2019,2019,Clutha District,Clutha District,Otago,549262.58,11,71,1,1,6,3,0
1/09/2019,2019,Dunedin City,Dunedin City,Otago,4660604.78,29,404,1,1,8,14,5
1/09/2019,2019,Far North District,Far North District,Northland,4031066.93,18,263,0,0,1,5,12
1/09/2019,2019,Gisborne District,Gisborne District,Gisborne,2942773.58,11,159,0,0,0,0,11
1/09/2019,2019,Gore District,Gore District,Southland,868902.78,7,84,1,0,2,2,2
1/09/2019,2019,Grey District,Grey District,West Coast,914305.91,9,90,1,0,2,5,1
1/09/2019,2019,Hamilton City,Hamilton City,Waikato,7127489.21,27,421,0,2,1,10,14
1/09/2019,2019,Hastings District,Hastings District,Hawke's Bay,4716617.75,17,276,1,3,0,1,12
1/09/2019,2019,Hauraki District,Hauraki District,Waikato,1340644.87,9,119,1,0,0,1,7
1/09/2019,2019,Horowhenua District,Horowhenua District,Manawatu-Wanganui,2368983.64,10,155,0,0,0,0,10
1/09/2019,2019,Hurunui District (June 2019 incd. Kaikoura),Hurunui District (June 2019 incd. Kaikoura),Canterbury,571662.79,9,69,1,3,2,3,0
1/09/2019,2019,Invercargill City,Invercargill City,Southland,4116045.49,17,245,1,3,1,5,7
1/09/2019,2019,Kaipara District,Kaipara District,Northland,631610.98,7,60,0,0,0,3,4
1/09/2019,2019,Kapiti Coast District,Kapiti Coast District,Wellington,2351570.39,12,191,0,1,5,2,4
1/09/2019,2019,Kawerau District,Kawerau District,Bay of Plenty,711885.82,2,36,0,0,0,0,2
1/09/2019,2019,Lower Hutt City,Lower Hutt City,Wellington,7844262.6,27,415,6,0,6,9,6
1/09/2019,2019,Mackenzie District,Mackenzie District,Canterbury,210272.83,5,42,0,4,1,0,0
1/09/2019,2019,Manawatu District,Manawatu District,Manawatu-Wanganui,949880.07,5,78,0,0,0,5,0
1/09/2019,2019,Marlborough District,Marlborough District,Marlborough,2899161.82,14,201,0,2,2,9,1
1/09/2019,2019,Masterton District,Masterton District,Wellington,1120874,4,64,0,0,0,0,4
1/09/2019,2019,Matamata-Piako District,Matamata-Piako District,Waikato,1694222.49,11,151,0,0,2,6,3
